"ID (do not edit)","Content type","Element type","Source language (PT)","Target language (EN)"
"{""contentId"":""31f6b71b-445d-4b96-8692-0f9ae414a503"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Vasumitrā",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","A cidade de Sthirā.",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Em resposta à pergunta de Sudhana, Acalā conta a história de sua aspiração original e detalha como, por incontáveis kalpas, ela manteve uma prática imaculada, nunca se esquecendo de um único ensinamento, nunca deixando de praticar uma única conduta de bodhisattva e nunca se desviando para os veículos inferiores. Ela demonstra o poder de sua realização através de uma visão meditativa.",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","Acalā ensina a liberação chamada ""a essência da sabedoria difícil de alcançar"" (the essence of the wisdom that is difficult to attain) e o samādhi da ""busca incansável pelo Dharma"" (the display of the tireless search for the Dharma). Seu ensinamento central é sobre a força de uma aspiração inicial inabalável. Ela narra como, em uma vida passada há incontáveis kalpas, a visão do Buda Pralambabāhu a inspirou a desenvolver uma motivação tão poderosa que, desde então, ela nunca mais teve um pensamento de desejo, raiva, ou ego, nem mesmo em sonhos ou no estado entre vidas.",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","Embora esteja em um ambiente doméstico, sua assembleia é composta por seres que são atraídos e purificados por sua simples presença. A cena enfatiza que a realização pode florescer em qualquer contexto, não apenas em mosteiros isolados.",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana encontra Acalā na casa de seus pais. Sua presença é tão pura que a própria casa emana uma luz dourada que concede samādhis a Sudhana ao simples contato. Sua beleza e a fragrância de seu corpo superam as de todos os seres nos reinos do desejo, exceto os budas e bodhisattvas consagrados, e nenhum ser consegue olhá-la com desejo.",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende sobre o poder da continuidade e da pureza na prática espiritual. Acalā é a personificação da dedicação inabalável ao longo de eras, mostrando que uma única aspiração, quando mantida com perfeita pureza, leva a uma realização inconcebível. Ele entende que a verdadeira força não está em feitos externos, mas na pureza interna mantida ao longo do tempo.",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Pureza Transcendental em um Contexto Comum: Acalā demonstra o mais alto nível de pureza espiritual vivendo em uma casa de família, desafiando a noção de que a realização requer reclusão.",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Acalā humildemente afirma que só conhece esta liberação da sabedoria difícil de alcançar e direciona Sudhana para a terra de Amitatosala para encontrar seu próximo guia, o parivrājaka (asceta errante) Sarvagamin, movendo o foco da sabedoria cultivada na estabilidade para aquela praticada em movimento.",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação é a sua própria pureza, que transforma o ambiente e os seres ao seu redor. Ao entrar em samādhi, ela revela a Sudhana incontáveis reinos búdicos e a sucessão de budas, demonstrando o poder de sua mente purificada. Sua realização não é ostensiva, mas uma demonstração da perfeição interna que irradia naturalmente.",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","ACALĀ",
"{""contentId"":""14ce2af4-2b24-421a-8ba5-0f5bb35526fb"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Imóvel, Firme",
"{""contentId"":""3832e149-27d9-42c3-af80-377154f6e462"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","dd258c_9ff2d8d5c7f0481fb9950d5c38aaba6c~mv2.png",
"{""contentId"":""3832e149-27d9-42c3-af80-377154f6e462"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","Imagem do WhatsApp de 2025-07-15 à(s) 21.21_edited.png",
"{""contentId"":""d694ed65-89ac-4345-8db4-4c53458bf9ad"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"">O Caminho do Bodhisattva&nbsp;</p>","<p class=""font_4"">The Bodhisattva Path </p>"
"{""contentId"":""363fdf6c-9df5-4c42-8c7c-bce4d58d7b97"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","a3009f_81d2dc7b08f34de4aa498a6962a0d1dc~mv2.png",
"{""contentId"":""363fdf6c-9df5-4c42-8c7c-bce4d58d7b97"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX",,
"{""contentId"":""08c3060c-7d6e-4c9b-9bdd-f57e647a6802"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_5b008b3d7ed2496abcf736d425f3e340~mv2.png",
"{""contentId"":""08c3060c-7d6e-4c9b-9bdd-f57e647a6802"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","samantabhadra-process.png",
"{""contentId"":""3044005d-c151-4d68-aa7c-788152f01bc9"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana encontra Samantanetra em sua loja, onde ele não apenas vende perfumes, mas aplica um profundo conhecimento de fragrâncias e medicina para curar todos os tipos de doenças (físicas, mentais e espirituais).","Sudhana meets Samantanetra in his shop, where he not only sells perfumes but applies a deep knowledge of fragrance and medicine to cure all kinds of illnesses (physical, mental and spiritual)."
"{""contentId"":""3044005d-c151-4d68-aa7c-788152f01bc9"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana encontra Samantanetra numa loja de perfumes no meio da cidade. Samantanetra descreve como ele pode curar todas as doenças, curar os seres e colocá-los no caminho da iluminação. Ele também é capaz de fazer uma oferenda de perfume a todos os reinos búdicos. Entretanto, seu conhecimento é limitado a este portal chamado as formas de perfume que satisfazem todos os seres e através das quais, de todas as maneiras, se faz oferendas e se honra os budas.","Sudhana meets Samantanetra in a perfume shop in the middle of the city. Samantanetra describes how he can cure all illnesses, heal beings, and set them on the path to enlightenment. He is also able to make a perfume offering to all the Buddha realms. However, his knowledge is limited to this portal called the perfume forms that satisfy all beings and through which, in every way, offerings are made and the Buddhas are honored."
"{""contentId"":""3044005d-c151-4d68-aa7c-788152f01bc9"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1wBrJ7brrwUuAOH4vJxK2eOVA271JM0YY/view?usp=drive_link",
"{""contentId"":""3044005d-c151-4d68-aa7c-788152f01bc9"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=19",
"{""contentId"":""3044005d-c151-4d68-aa7c-788152f01bc9"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Perfumista","Perfumer"
"{""contentId"":""3044005d-c151-4d68-aa7c-788152f01bc9"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo19.glb",
"{""contentId"":""3044005d-c151-4d68-aa7c-788152f01bc9"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Samanta­netra",
"{""contentId"":""73235dca-7f50-4217-9641-e05086a4032b"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_3"">Cap&iacute;tulo</h2>","<h2 class=""font_3"">Stem Array</h2>"
"{""contentId"":""2d66610e-18e5-4e14-b232-3cde79179930"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","dd258c_d0bbab5d33f24f4bb2f41f50e22cdca8~mv2.png",
"{""contentId"":""2d66610e-18e5-4e14-b232-3cde79179930"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","technosutra-logo1.png",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","A narrativa começa em Jetavana e segue Mañjuśrī em uma jornada para o sul, até a cidade de Dhanyākara e a floresta sagrada de Vicitra sāla dhvaja vyūha nas proximidades.",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","O capítulo apresenta múltiplos diálogos: 1) Śāriputra descreve as qualidades de Mañjuśrī para os monges. 2) Os monges expressam sua aspiração a Mañjuśrī. 3) Mañjuśrī ensina aos monges. 4) Sudhana, após ouvir Mañjuśrī, segue-o e o louva com versos poéticos, pedindo para ser ensinado sobre a conduta do bodhisattva.",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","Mañjuśrī ensina aos 60 monges as ""dez motivações incansáveis"" para entrar no Mahāyāna, como a motivação para servir todos os budas, buscar todos os Dharmas e purificar todos os reinos búdicos. Para Sudhana, ele enfatiza que a base de toda a prática do bodhisattva é encontrar e seguir sem se cansar os ""kalyāṇamitras"" (amigos espirituais).",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","A assembleia é dinâmica, começando com o séquito de Mañjuśrī e os 60 monges. Mais tarde, em Dhanyākara, inclui leigos, leigas, e os filhos e filhas de mercadores, notavelmente o jovem Sudhana, que se junta ao grupo.",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Mañjuśrī parte de Jetavana com um vasto séquito. Śāriputra, vendo as qualidades de Mañjuśrī, segue-o com 60 monges recém-ordenados. O foco principal então se volta para o encontro de Mañjuśrī com a população de Dhanyākara, culminando em sua interação com o jovem Sudhana.",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Os 60 monges atingem a irreversibilidade no caminho. O ponto crucial é o despertar da aspiração à iluminação em Sudhana, que se torna o fio condutor para o restante do sutra. Ele aprende que a progressão depende da busca ativa por guias espirituais.",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- A Introdução do Protagonista: Este capítulo marca a transição do cenário geral para a jornada pessoal de Sudhana. - O Conceito de Kalyāṇamitra: A importância do amigo ou guia espiritual é estabelecida como o princípio fundamental da jornada. - Louvor Poético: Os longos e belos versos de Sudhana para Mañjuśrī demonstram a importância da devoção e da aspiração no caminho.",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Este capítulo serve como a verdadeira introdução à peregrinação de Sudhana. Após inspirá-lo, Mañjuśrī o direciona a encontrar seu primeiro kalyāṇamitra, o monge Meghaśrī, na montanha Sugrīva, na terra de Rāmāvarānta. A despedida de Sudhana é marcada por lágrimas, mostrando sua profunda devoção.",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","Śāriputra descreve as manifestações miraculosas do corpo e do caminho de Mañjuśrī. Ao ouvir os ensinamentos de Mañjuśrī, os 60 monges atingem um samādhi que lhes permite ver todos os budas nas dez direções e ganham dez mil tipos de aspirações e samādhis. A história do nascimento de Sudhana também é milagrosa, com tesouros e potes de substâncias preciosas aparecendo espontaneamente em sua casa.",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","MAÑJUŚRĪ",
"{""contentId"":""0a9e761e-211c-4bc5-a13a-7e560b87a357"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Belo e Auspicioso",
"{""contentId"":""6642b0b8-edde-4586-bdc1-382d39f52ac2"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","a3009f_4853387e3ff047ce97de36779530be95~mv2.png",
"{""contentId"":""6642b0b8-edde-4586-bdc1-382d39f52ac2"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX",,
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Uma encruzilhada no centro da cidade de Mahāsaṃbhava.",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Depois que Sudhana expressa sua vasta aspiração para beneficiar todos os seres, Vidvān o elogia e então demonstra seu poder. Ele satisfaz as necessidades de todos os que chegam e, em seguida, ensina-lhes o Dharma de uma forma que se relaciona diretamente com o que receberam. Por exemplo, aos que receberam comida, ele ensina sobre a ""comida da sabedoria""; aos que receberam carruagens, ele ensina sobre o Mahāyāna, o ""Grande Veículo"".",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada ""o mérito que surge do tesouro da mente"". Este ensinamento demonstra o poder de manifestar todos os requisitos materiais diretamente do céu, simplesmente através do poder da mente e da aspiração. Vidvān usa essa habilidade para satisfazer as necessidades de todos os seres e, uma vez que suas necessidades materiais são atendidas, ele os ensina o Dharma, adaptando a mensagem para guiá-los à iluminação.",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","Milhares de peticionários de todas as origens que vêm buscar a ajuda de Vidvān, além de um séquito de cinco mil músicos e dez mil seres com qualidades sobre-humanas que o servem e participam da prática da generosidade.",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana encontra Vidvān sentado em um magnífico trono de joias em uma movimentada encruzilhada, cercado por um séquito de músicos celestiais e seres que superam a beleza de devas e humanos. Ele personifica a generosidade manifestada através do poder da mente e da aspiração pura.",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende que a generosidade de um bodhisattva não é limitada por recursos físicos. Através do poder da mente e do mérito, a capacidade de dar é infinita. Ele também aprende um método de ensino hábil: satisfazer primeiro as necessidades mundanas dos seres para abrir seus corações e mentes para o ensinamento espiritual.",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","A manifestação de objetos materiais diretamente do céu como resultado do poder mental e do mérito. O método de ensino que conecta diretamente a satisfação das necessidades materiais com um ensinamento espiritual correspondente. A prática da generosidade em um cenário público e urbano (uma encruzilhada).",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Vidvān humildemente afirma que conhece apenas esta liberação e não pode compreender a conduta dos bodhisattvas que são como um oceano de mérito. Ele direciona Sudhana para a cidade de Siṃhapota para encontrar seu próximo guia, o patrono do Dharma Ratnacūḍa.",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação é o poder de Vidvān de materializar objetos do céu. Ao simplesmente olhar para o céu, ele faz chover uma variedade infinita de alimentos, bebidas, roupas, joias e qualquer outro objeto que os seres que se aproximam dele desejem. Esses objetos aparecem diretamente em suas mãos, satisfazendo simultaneamente incontáveis pedintes.",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","VIDVĀN",
"{""contentId"":""0bdf4e8c-26cc-4f05-8173-b952639a2c96"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Sábio",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","O Parque Sūrya Prabha na cidade de Kaliṅgavana, na terra de Śroṇāparānta. O parque é uma manifestação miraculosa da realização da monja, descrito com uma magnificência que supera os paraísos celestiais, com árvores de joias, lagos perfumados e tronos especificamente preparados para cada tipo de ser.",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Após se maravilhar com a cena, Sudhana pede instrução. Siṃha Vijṛmbhitā revela o nome de sua liberação e explica que seu escopo é a capacidade de interagir com todos os seres e todos os budas sem gerar o menor traço de orgulho. Ela demonstra que a mais alta realização é humilde e desprovida de auto-importância.",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada a ""erradicação de todo orgulho"". A partir desta realização, ela alcançou o samādhi da ""concordância com todos os Dharmas"". Seu ensinamento central é que a verdadeira sabedoria é não-conceitual e livre de ego. Apesar de suas habilidades miraculosas e conhecimento vasto, ela não se apega ao conceito de ""seres"" que ensina, aos ""Dharmas"" que ouve, ou aos ""Budas"" que vê, permanecendo sem arrogância.",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","A assembleia é a mais diversificada e estratificada até agora, organizada por níveis hierárquicos. Inclui devas dos céus mais altos aos reinos do desejo, todos os tipos de seres não-humanos (nāgas, yakṣas, etc.), e praticantes de todos os três veículos (Śrāvaka, Pratyekabuddha, Mahāyāna), incluindo bodhisattvas em cada um dos dez bhūmis, cada grupo recebendo um ensinamento específico.",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana encontra Siṃha Vijṛmbhitā ensinando o Dharma para uma assembleia imensa e perfeitamente estratificada. Ela representa a maestria pedagógica e a realização que transcende completamente o orgulho.",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende uma lição crucial sobre a natureza da verdadeira maestria espiritual: ela não é apenas poderosa, mas também perfeitamente humilde e desprovida de ego. Ele testemunha a perfeição pedagógica, onde um único mestre pode guiar incontáveis seres simultaneamente, adaptando a mensagem a cada um.",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","Ensino Estratificado: O mais claro exemplo de ensinamento simultâneo e adaptado a múltiplos níveis espirituais.",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Siṃha Vijṛmbhitā admite humildemente que conhece apenas esta liberação. Ela então direciona Sudhana para a cidade de Ratnavyūha, na terra de Durga, para encontrar seu próximo guia: a cortesã Vasumitrā. Esta transição chocante, da monja pura para a cortesã, serve para quebrar radicalmente as noções preconcebidas de Sudhana sobre onde a sabedoria pode ser encontrada.",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A manifestação mais proeminente é sua capacidade de ensinar simultaneamente a inumeráveis grupos distintos, cada um recebendo um ensinamento perfeitamente adaptado ao seu nível espiritual. O próprio parque é um milagre. Quando Sudhana a circum-ambula, ela preenche todo o parque com luz e ele a percebe como estando sempre à sua frente. Além disso, ela descreve como, através de seu samādhi, ela viaja mentalmente para fazer oferendas a todos os budas e bodhisattvas em suas últimas vidas através dos dez direções.",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","SIṂHA VIJṚMBHITĀ",
"{""contentId"":""4cd3fe53-7bc0-42f1-9e86-b47f1a282fe9"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Força de Leão",
"{""contentId"":""577f0eda-76e5-4ca0-90d4-9d0ff45d0c81"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","a3009f_1e5efed9980b43968d96801ec6bfb8d3~mv2.jpg",
"{""contentId"":""577f0eda-76e5-4ca0-90d4-9d0ff45d0c81"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX",,
"{""contentId"":""df48c3d4-a066-487a-b9e5-b730eb0ee10b"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_7"">&nbsp;(&nbsp; KHYENTSE NORBU RINPOCHE )</p>","<p class=""font_7""><span> ( KHYENTSE NORBU RINPOCHE )</span></p>"
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","A confluência de rios na cidade de Sumukha, na terra de Śramaṇa-maṇḍala.",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Indriyeśvara explica que foi o próprio Mañjuśrī quem lhe ensinou a escrita e a matemática, permitindo-lhe dominar todas as artes e ofícios. Ele então recita a longa lista de nomes numéricos e usa essa contagem para analisar o monte de areia e, por extensão, a vastidão de todos os reinos, kalpas, Budas e seres nas dez direções.",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","O portal da sabedoria chamado ""clarividência em todas as artes"". Este ensinamento revela que um bodhisattva pode dominar todas as formas de conhecimento mundano — desde a matemática e engenharia até a medicina e a agricultura — e usá-las como meios hábeis para guiar os seres. O ensinamento culmina em uma lição sobre a matemática dos bodhisattvas, que expande a mente para conceber a infinidade.",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","Dez mil crianças brincando na areia, junto com devas, nāgas, yakṣas e gandharvas que observam dos céus e guiam Sudhana até o menino.",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Guiado por devas, Sudhana encontra seu próximo mestre, que surpreendentemente é uma criança, Indriyeśvara, brincando na areia com dez mil outros meninos. Ele representa a sabedoria que transcende a idade e a forma, demonstrando que a realização pode se manifestar em qualquer ser, e que o conhecimento mundano pode ser um portal para o transcendente.",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende que a sabedoria não se limita a conceitos puramente espirituais, mas pode abranger todas as áreas do conhecimento. A lição sobre a matemática inconcebível expande radicalmente sua concepção de infinito e sua compreensão da capacidade da mente de um bodhisattva de compreender a totalidade da existência.",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","O uso de uma criança como kalyāṇamitra. A integração do conhecimento secular (matemática, engenharia, etc.) com a sabedoria espiritual. A longa e impressionante enumeração de números inconcebíveis como um método de ensinamento para expandir a mente.",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Indriyeśvara humildemente admite que só conhece este portal do conhecimento de todos os fenômenos e não pode compreender a conduta de bodhisattvas mais avançados. Ele então direciona Sudhana para a cidade de Samudra-pratiṣṭhāna para encontrar a upāsikā (praticante leiga) Prabhūtā.",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação é a demonstração do sistema de contagem dos bodhisattvas. Indriyeśvara lista uma série exponencial de nomes para números inconcebivelmente grandes (ayuta, niyuta, etc., até anabhilāpyānabhilāpya). Em seguida, ele aplica essa matemática para calcular o número exato de grãos de areia em um monte gigantesco, demonstrando a capacidade de sua sabedoria de abranger e medir a vastidão do universo.",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","INDRIYEŚVARA",
"{""contentId"":""0fbb2c61-f5d2-4c9a-8bae-8d61c0e4acf8"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Senhor das Faculdades",
"{""contentId"":""5915c760-65ea-4708-a4d6-31b56f9ba2e5"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana chega ao portal do grande pavilhão e, compreendendo ser a morada de um grande bodhisattva, se engaja em uma longa e profunda meditação e reverência, louvando o pavilhão com uma extensa série de reflexões e um longo poema de 55 versos.",
"{""contentId"":""5915c760-65ea-4708-a4d6-31b56f9ba2e5"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana, em um estado de grande realização espiritual, prostra-se à porta do kūṭāgāra chamado Vairocanavyūhālaṃkāragarbha e depois o circunavega muitas centenas de milhares de vezes. Ele enumera primeiro em prosa e depois em verso as muitas qualidades inconcebíveis dos bodhisattvas que têm este kūṭāgāra como sua residência. Então, ele vê Maitreya chegando com uma vasta comitiva. Maitreya dá-lhe as boas-vindas em verso, elogiando-o, descrevendo sua motivação para vir até ali e dando-lhe instruções.",
"{""contentId"":""5915c760-65ea-4708-a4d6-31b56f9ba2e5"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/13QCNAUv9uAnZh05Q4Sg4rs-Dkr5zYchz/view?usp=drive_link,",
"{""contentId"":""5915c760-65ea-4708-a4d6-31b56f9ba2e5"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=54",
"{""contentId"":""5915c760-65ea-4708-a4d6-31b56f9ba2e5"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Bodhisattva",
"{""contentId"":""5915c760-65ea-4708-a4d6-31b56f9ba2e5"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo54.glb",
