"﻿""capitulo""",Nome,Liberação Bodhisattvica,Desc. Personagem,Ocupação,Significado,Local,Resumo do Cap. (84000.co),Cap. FILE NAME,Cap. URL,QR Code URL,LINK MODEL (.glb),Technosutra (Item),Rich content,ID,Created Date,Updated Date,Owner
54,Maitreya, a essência da exibição da memória infalível que se envolve com o conhecimento de todos os objectos de percepção nos três tempos,"Sudhana chega ao portal do grande pavilhão e, compreendendo ser a morada de um grande bodhisattva, se engaja em uma longa e profunda meditação e reverência, louvando o pavilhão com uma extensa série de reflexões e um longo poema de 55 versos.",Bodhisattva,"Amigo, Bodhisattva","O grande pavilhão (kūṭāgāra) chamado Vairocana-vyūhālaṃkāra-garbha, dentro do parque Mahāvyūha, na província de Samudrakaccha.","Sudhana, em um estado de grande realização espiritual, prostra-se à porta do kūṭāgāra chamado Vairocanavyūhālaṃkāragarbha e depois o circunavega muitas centenas de milhares de vezes. Ele enumera primeiro em prosa e depois em verso as muitas qualidades inconcebíveis dos bodhisattvas que têm este kūṭāgāra como sua residência. Então, ele vê Maitreya chegando com uma vasta comitiva. Maitreya dá-lhe as boas-vindas em verso, elogiando-o, descrevendo sua motivação para vir até ali e dando-lhe instruções.",54 MAITREYA Stem Array.pdf,"https://drive.google.com/file/d/13QCNAUv9uAnZh05Q4Sg4rs-Dkr5zYchz/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=54,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo54.glb,/technosutra/maitreya,,7af12cfa-b879-492a-abde-6d4d2903f8bd,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
18,Sudarśana,A Exibição Desimpedida do Campo de Oração,"Sudhana encontra Ratnacūḍa e é convidado para sua casa, uma estrutura magnífica de dez andares, que funciona como um mandala tridimensional da jornada do bodhisattva.",Chefe de família,Coroa de Jóias,"A cidade de Siṃhapota, em um mercado movimentado, e sua casa de dez andares.","Sudhana encontra Ratnacūḍa no mercado da cidade. Ratnacūḍa leva-o para a sua casa de dez andares feita de ouro. Nos primeiros quatro andares ele testemunha a atividade de generosidade dos bodhisattvas, e no quinto andar e acima ele vê bodhisattvas a discutir o Dharma. No décimo andar todos os bodhisattvas estão na sua última vida. Ratnacūḍa conta a Sudhana como, no passado, fez uma oferenda de incenso a um buda e o aroma cobriu o mundo inteiro durante uma semana.",18 RATNACŪḌA Stem Array.pdf,https://drive.google.com/file/d/1or5nj0smIXHWd8Sb19v2k3DM58ssVIqH/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=18,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo18.glb,/technosutra/sudar%C5%9Bana,,85ae7cec-3685-49e9-af9b-17ef2d3a0ba5,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
36,Pramudita­nayana­jagad­virocanā,"a bandeira do poder da alegria vasta, sem mácula e completamente boa","Sudhana se aproxima da deusa, cujo nome significa ""Aquela Cujos Olhos Alegres Iluminam o Mundo"".",Deusa da Noite,Aquela que Ilumina o Mundo com Olhos Alegres,"No bodhimaṇḍa, dentro da grande assembleia do Buda.","Sudhana vai para o lado sul da bodhimaṇḍa, onde vê a deusa da noite Pramuditanayanajagadvirocanā. Sudhana vê corpos emanados, tão numerosos quanto todos os seres, saindo de todos os seus poros, ensinando o caminho do bodhisattva aos seres em diferentes línguas e formas. Sudhana elogia-a em verso e depois pergunta-lhe quando é que ela alcançou a sua liberação bodhisattvica, chamada a bandeira do poder da alegria vasta, sem mácula e completamente boa.",36 PRAMUDITANAYANAJAGADVIROCANĀ Stem Array.pdf,https://drive.google.com/file/d/1g7KSQafUfQnLgZA0ZmFXXnDkanWKfuQP/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=36,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo36.glb,/technosutra/pramudita%C2%ADnayana%C2%ADjagad%C2%ADvirocan%C4%81,,87439b19-b364-4090-9606-b1cf2272af8d,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
46,Viśvāmitra,!,"Sudhana, após descer do paraíso Trāyastriṃśa, encontra Viśvāmitra, que é descrito simplesmente como um professor de crianças, e pede por ensinamentos.",Professor/Mestre,Mestre Viśvāmitra,A cidade de Kapilavastu.,"Sudhana desce do paraíso Trāyastriṃśa para Kapilavastu, onde Viśvāmitra, um professor infantil, simplesmente o instruiu a ir ver Śilpābhijña na mesma cidade.",46 VIŚVĀMITRA Stem Array.pdf,https://drive.google.com/file/d/1Ps6nY9o2HldlOOANyA-PJsbO_QMQ1CJn/view?usp=sharing,https://technosutra21.github.io/technosutra/?model=46,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo46.glb,/technosutra/vi%C5%9Bv%C4%81mitra,,886accab-7bea-413e-a7c5-d9a314d3d0d1,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
35,Samanta­gambhīra­śrī­vimala­prabhā,subjugação completa através da bem-aventurança da paz de śamatha,Sudhana encontra outra deusa da noite que personifica a profundidade da meditação (śamatha) e a visão clara da natureza dos budas.,Deusa da Noite,Glória Profunda Universal Imaculada,"No bodhimaṇḍa, na terra de Magadha, próximo a Vāsantī.","Sudhana retorna ao bodhimaṇḍa e vê a deusa da noite Samantagambhīraśrīvimalaprabhā. Ela o instruiu sobre as dez qualidades que os bodhisattvas precisam alcançar. Ela afirma que alcançou a liberação bodhisattvica chamada subjugação completa através da bem-aventurança da paz de śamatha, através da qual ela pode ver todos os budas dos três tempos, receber todos os seus ensinamentos e amadurecer os seres de várias maneiras.",35 SAMANTAGAMBHĪRAŚRĪVIMALAPRABHĀ Stem Array.pdf,https://drive.google.com/file/d/1-nzNFOAyOVpC2hIcFuHy-Hd320paSYyK/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=35,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo35.glb,/technosutra/samanta%C2%ADgambh%C4%ABra%C2%AD%C5%9Br%C4%AB%C2%ADvimala%C2%ADprabh%C4%81,,892c1524-ec41-4608-ade9-5028ec7ac578,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
1,Buda Śākyamuni,'-,"O Buda está em um kūṭāgāra (pavilhão) magnificamente adornado em Jetavana, preparando-se para um grande ensinamento.",Buda,O Iluminado,"Jetavana, no parque de Anāthapiṇḍada em Śrāvastī.","O Buda Śākyamuni está em Jetavana em Śrāvastī com cinco mil bodhisattvas e quinhentos śrāvakas. Em suas mentes, eles desejam um ensinamento e, portanto, o Buda entra em samādhi, e incontáveis reinos búdicos aparecem ali dentro de um vasto kūṭāgāra. Os bodhisattvas também vêm de outros reinos para o Śrāvastī. Os śrāvakas, desprovidos do mérito necessário, são incapazes de ver esta exibição milagrosa.",01 THE SETTING Stem Array.pdf,https://drive.google.com/file/d/1nUGjdViJ3r4ZhfBBNxYs2hWzFUgYNfb5/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=1,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo1.glb,/technosutra/buda-%C5%9B%C4%81kyamuni,,93cb4d85-bb60-42f5-b053-eec88034d240,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
47,Śilpābhijña,conhecimento superior das artes,"Seguindo a orientação de Viśvāmitra, Sudhana vai até Śilpābhijña e, após as saudações formais, pede para ser instruído sobre a conduta do bodhisattva.",Mestre de letras,Conhecedor das Artes,"Não especificada, mas Sudhana o encontra após falar com Viśvāmitra.",Śilpābhijña diz a Sudhana que ele alcançou a liberação bodhisattvica chamada conhecimento superior das artes e descreve as várias realizações da perfeição da sabedoria que ele alcançou através da recitação das letras do alfabeto Arapacana.,47 ŚILPĀBHIJÑA Stem Array.pdf,"https://drive.google.com/file/d/1US-CI_jW82V6-eW1wfG6MPK3u7omKcYX/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=47,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo47.glb,/technosutra/%C5%9Bilp%C4%81bhij%C3%B1a,,9e4af3b8-c0b4-4bab-ba7d-fb945a4525bd,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
32,Mahādeva,Rede de nuvens,Shiva,Deva (divindade),Grande Deus,Um templo na encruzilhada da cidade de Dvāravatī.,"Sudhana chega à cidade chamada Dvāravatī e encontra a divindade Mahādeva num templo no centro da cidade. Quando Sudhana lhe pede instruções, ele estende os quatro braços para os quatro grandes oceanos e traz de volta água para enxaguar a boca. Ele elogia os bodhisattvas, que são tão difíceis de encontrar, e afirma que alcançou a liberação bodhisattvica chamada rede de nuvens. Por meio dessa liberação, ele manifesta montes de jóias e objetos preciosos diante de Sudhana para que ele os use como oferendas aos budas, a fim de obter mérito.",32 MAHĀDEVA Stem Array.pdf,https://drive.google.com/file/d/163vdVBOLBjVU1vG0KEgkt6k860BKy-Az/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=32,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo32.glb,/technosutra/mah%C4%81deva,,9e63af2e-ebd2-45b1-9445-ed1805c0dbc9,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
41,Sarva­jagad­rakṣā­praṇidhāna­vīrya­prabhā,a origem das raízes do mérito que inspiram o amadurecimento de todos os seres,"Sudhana encontra a deusa, cujo corpo manifesta a totalidade do cosmos (sol, lua, estrelas) e aparece de forma adaptada a todos os seres.",Deusa da Noite,Luz do Vigor dos Votos para Proteger Todo o Mundo,"No bodhimaṇḍa, no meio de seu séquito.","Sudhana vê Sarvajagadrakṣāpraṇidhānavīryaprabhā com a imagem de todas as estrelas, e todo o resto, em seu corpo. Ela manifesta corpos de várias formas para os seres em todo o reino dos fenômenos. Olhando para ela, Sudhana alcança dez percepções puras e numerosas ""semelhanças"" com os bodhisattvas. Sudhana dirige-se a ela em verso, e ela diz-lhe que alcançou a liberação bodhisattvica chamada a origem das raízes do mérito que inspiram o amadurecimento de todos os seres. Isso significa que, tendo realizado a irrealidade dos fenômenos, ela pode manifestar-se de qualquer forma milagrosa para beneficiar os seres a cada instante.",41 SARVAJAGADRAKṢĀPRAṆIDHĀNAVĪRYAPRABHĀ Stem Array.pdf,https://drive.google.com/file/d/1XpVIyv22-XsSSLvFK9qkzLtLd1ToBTZB/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=41,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo41.glb,/technosutra/sarva%C2%ADjagad%C2%ADrak%E1%B9%A3%C4%81%C2%ADpra%E1%B9%87idh%C4%81na%C2%ADv%C4%ABrya%C2%ADprabh%C4%81,,a2b053df-cd67-479f-9bc1-723fb3d7cdfb,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
51,Ajitasena,caraterísticas incessantes,"Sudhana chega à cidade de Roruka, aproxima-se do chefe de família Ajitasena, presta as homenagens e faz sua pergunta sobre a conduta do bodhisattva.",Chefe de família,Exército Invencível,"A cidade de Roruka, na região sul.","Sudhana encontra Ajitasena, que alcançou uma liberação bodhisattvica chamada caraterísticas incessantes.",51 AJITASENA Stem Array.pdf,"https://drive.google.com/file/d/1yl8abtEsit4K0mPrC4117h6LaDs2ehWI/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=51,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo51.glb,/technosutra/ajitasena,,a42d5728-70de-45d8-a148-0c3e1434655c,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
30,Avalokiteśvara,Portão Desimpedido Para A Grande Compaixão,"Seguindo a direção de Veṣṭhila, Sudhana finalmente chega à morada de Avalokiteśvara.",Bodhisattva,Senhor que Ouve os Clamores do Mundo,"O Monte Potalaka, descrito como um paraíso terrestre, com pastagens verdejantes, nascentes cristalinas e florestas, onde Avalokiteśvara ensina em uma encosta.","Sudhana vai para a montanha Potalaka e, em seu lado ocidental, encontra Avalokiteśvara ensinando dentro de um bosque. Avalokiteśvara coloca a sua mão radiante na cabeça de Sudhana e diz-lhe que tem a liberação bodhisattvica chamada portão desimpedido para a grande compaixão. Ele descreve como beneficia os seres através de várias manifestações e emanações, libertando-os de vários tipos de medo.",30 AVALOKITEŚVARA Stem Array.pdf,https://drive.google.com/file/d/1POHHJ3eoLEmo6Sxwf98KnqZ6pgbQfSwu/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=30,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo30.glb,/technosutra/avalokite%C5%9Bvara,,a4ae16a0-5310-4df8-8360-8866f1dc5076,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
45,Surendrābhā,a exibição da memória pura e desimpedida,Sudhana ascende ao reino celestial e encontra a deusa Surendrābhā.,Deusa dos Trinta e Três Céus,Deusa,O paraíso de Trāyastriṃśa (o céu dos 33 deuses).,"Sudhana chega ao Paraíso de Trāyastriṃśa e Surendrābhā diz-lhe que alcançou a liberação bodhisattvica chamada a exibição da memória pura e desimpedida. Isso a permite lembrar de servir incontáveis budas ao longo de incontáveis kalpas, desde o primeiro desenvolvimento da aspiração à iluminação até ao momento em que o seu Dharma cessa.",45 SURENDRĀBHĀ Stem Array.pdf,"https://drive.google.com/file/d/1aMn6JQMtEmStrLPt4J07lP-1Ut6G3sgN/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=45,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo45.glb,/technosutra/surendr%C4%81bh%C4%81,,a8df78bc-a900-4d4e-a766-e5031ed38cf5,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
38,Praśanta­ruta­sāgara­vatī,a exibição em cada instante da mente do surgimento do poder do vasto deleite,"Sudhana encontra a próxima deusa da noite, cujo nome significa ""Aquela Cujo Som é Pacífico como o Oceano"", e ela o ensina sobre a alegria que surge da visão da atividade búdica.",Deusa da Noite,Aquela que Possui o Oceano de Sons Pacíficos,No bodhimaṇḍa.,"Sudhana dirige-se diretamente à deusa da noite Praśantarutasāgaravatī, que lhe diz ter atingido a liberação bodhisattvica, chamada a exibição em cada instante da mente do surgimento do poder do vasto deleite. Ela explica que ensina o Dharma em todos os lugares de várias maneiras aos seres e que pode ver todos os bodhisattvas onde quer que estejam e o que quer que estejam fazendo. Em particular, vê o Buda, a quem ela chama de Vairocana, a cada instante irradia raios de luz por toda parte que assumem várias formas para guiar os seres, e ver isso lhe dá grande prazer.",38 PRAŚANTARUTASĀGARAVATĪ Stem Array.pdf,https://drive.google.com/file/d/15tyjojZnCqiRGA5xid3poDrtBIoWpgwi/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=38,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo38.glb,/technosutra/pra%C5%9Banta%C2%ADruta%C2%ADs%C4%81gara%C2%ADvat%C4%AB,,ac526bbe-9a6e-4976-bba7-00ec14917e37,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
9,Sāgara­dhvaja,,"Sudhana encontra Sāgaradhvaja sentado em profunda meditação, imóvel e sem respirar.",Monge,Bandeira da Flecha,"Milaspharaṇa, na ponta do continente de Jambudvīpa.","Sudhana chega a Milaspharaṇa e encontra o monge Sāgaradhvaja sentado em meditação no final de uma passarela de meditação. Ele está emanando vários tipos de seres, bodhisattvas e budas de diferentes partes do seu corpo, e essas emanações estão se espalhando por todos os reinos búdicos, realizando vários tipos de atividades. Sudhana senta-se diante dele durante seis meses e seis dias, até que Sāgaradhvaja se levanta de seu samādhi.",09 SĀGARADHVAJA Stem Array.pdf,https://drive.google.com/file/d/10iJh-r5hmq5Dtgx8VnYKWfaPc25d8NHT/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=9,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo9.glb,/technosutra/s%C4%81gara%C2%ADdhvaja,,ad767802-f152-48f4-98e3-d2aba21720f0,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
20,Anala,Realização das Ilusões,Sudhana encontra o Rei Anala presidindo um cenário de punições terríveis.,Rei,Sem Fogo,"A cidade de Tāladhvaja, especificamente na sala do trono do rei e, posteriormente, em seu palácio.","Sudhana encontra o rei Anala sentado no trono julgando centenas de milhares de criminosos enquanto uma horda de carrascos aterrorizantes os castiga de várias maneiras, criando um lago de sangue e uma montanha de partes de corpos. Sudhana tem dúvidas sobre se o rei Anala é um bodhisattva, mas divindades aparecem no céu e dizem-lhe para não duvidar. O rei Anala leva Sudhana para o seu palácio e explica que o que ele viu é uma ilusão que o rei cria para inspirar os seres a evitarem más ações.",20 ANALA Stem Array.pdf,https://drive.google.com/file/d/1w1XCClLHCdSGgQ3_yYCQ1TWDsFcfi4J9/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=20,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo20.glb,/technosutra/anala,,adae10b0-a57a-4894-8a09-7a249b519683,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
25,Vaira,Lembrar-se de permanecer com um frutífero ver e ouvir do estandarte da grande compaixão,Marinheiro,Marinheiro,Diamante,A cidade costeira de Kūṭāgāra.,"Sudhana vai para a cidade de Kūṭāgāra e encontra o marinheiro Vaira no portão da cidade, na costa do oceano, onde ele está contando histórias do mar para cem mil comerciantes e muitas centenas de milhares de outras pessoas, descrevendo as qualidades do Buda. Ele diz a Sudhana que pratica a conduta de bodhisattva chamada bandeira da grande compaixão, ajuda os seres de várias maneiras, conhece a localização de ilhas e tesouros e as formas de navegar no oceano, e conduz os seres à iluminação através de seus ensinamentos.",25 VAIRA Stem Array.pdf,https://drive.google.com/file/d/1DMLHMUO6qOq1EiIoMS4WtuIryK4bGODq/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=25,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo25.glb,/technosutra/vaira,,b62d4004-7d10-41ed-83eb-333ad8421b33,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
12,Jayoṣmāyatana,O Domínio Incessante,Sudhana encontra Jayoṣmāyatana engajado em práticas ascéticas aterrorizantes.,Brâmane,Lugar da Vitória e do Brilho,"A terra de Īṣāṇa, onde ele está posicionado entre uma montanha de fogo e um penhasco com um caminho de navalhas.","Sudhana encontra o brâmane Jayoṣmāyatana realizando a prática ascética de sentar-se sob um penhasco cercado por quatro fogueiras e sob o sol do meio-dia. Ele diz a Sudhana que se ele subir até o topo do precipício acima e saltar dentro do fogo, terá uma conduta pura. Ao ouvir isso, Sudhana tem dúvidas sobre Jayoṣmāyatana, mas aparecem divindades no céu descrevendo como o ascetismo de Jayoṣmāyatana os beneficiou no caminho para a budeidade.",12 JAYOṢMĀYATANA Stem Array.pdf,https://drive.google.com/file/d/18AH15IUSQvMfcxtHadArTG4urbCptbjC/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=12,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo12.glb,/technosutra/jayo%E1%B9%A3m%C4%81yatana,,ba405732-1a2a-4f6b-900a-db31c8a83ea3,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
52,Śivarāgra, fala da verdade que realiza desejos,"Sudhana chega à vila de Dharma, encontra o brâmane Śivarāgra, presta as homenagens e faz sua pergunta sobre a conduta do bodhisattva.",Brâmane,Pico Auspicioso,"A vila chamada Dharma, na região sul.","Sudhana encontra o brâmane Śivarāgra, que alcançou o poder da fala da verdade que realiza desejos.",52 ŚIVARĀGRA Stem Array.pdf,"https://drive.google.com/file/d/1W7iNLBkDpCzvDz-b1dVYmLvGwv_VgyBU/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=52,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo52.glb,/technosutra/%C5%9Bivar%C4%81gra,,bc0347db-1a34-4328-abd9-42bc2899181c,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
33,Sthāvarā,a essência da sabedoria invencível,"Ao chegar ao bodhimaṇḍa, Sudhana é recebido por Sthāvarā e um milhão de outras deusas da terra que, em sua chegada, fazem o mundo tremer, chover flores e perfumes, e revelam tesouros da terra.",Deusa da Terra,A Terra,O bodhimaṇḍa (local da iluminação) na terra de Magadha.,"Sudhana deixa o sul da Índia e chega ao bodhimaṇḍa em Magadha. Quando ele se aproxima da deusa da terra, Sthāvarā, outro milhão de deusas da terra declaram que um grande ser realizado está se aproximando. Elas manifestam uma série de aparências miraculosas. Sthāvarā afirma que Sudhana acumulou méritos neste lugar em vidas passadas e demonstra o seu resultado pisando o chão, de modo que aparecem milhões de tesouros que Sudhana sempre poderá usar.",33 STHĀVARĀ Stem Array.pdf,https://drive.google.com/file/d/1FDwkCCv-_kSXq9cbc-yf8ywD23fAlysA/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=33,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo33.glb,/technosutra/sth%C4%81var%C4%81,,bc62b952-ed75-4b71-9d7b-72ec14367d9f,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
42,Sutejomaṇḍala­rati­śrī,as manifestações miraculosas no nascimento de bodhisattvas através de todas as percepções de incontáveis kalpas,Sudhana chega à sagrada floresta de Lumbinī e encontra a deusa ensinando o Dharma para uma vasta assembleia de duzentos mil trilhões de deusas da floresta.,Deusa da Noite,Deusa da Floresta de Lumbinī,"Na floresta de Lumbinī, o local de nascimento do Buda Śākyamuni.","Sudhana vai para a Floresta de Lumbinī e vê Sutejomaṇḍalaratiśrī dentro de um kūṭāgāra feito de preciosos ramos de árvores, ensinando um sūtra a milhões de deusas da floresta. Ela ensina Sudhana em prosa e novamente em verso os dez tipos de nascimento através dos quais um bodhisattva entra na família dos tathāgatas. Ela afirma que alcançou a liberação bodhisattvica chamada as manifestações miraculosas no nascimento de bodhisattvas através de todas as percepções de incontáveis kalpas.",42 SUTEJOMAṆḌALARATIŚRĪ Stem Array.pdf,https://drive.google.com/file/d/1vRGLmDBHK67XsQfNyADzuHHqLazg48bG/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=42,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo42.glb,/technosutra/sutejoma%E1%B9%87%E1%B8%8Dala%C2%ADrati%C2%AD%C5%9Br%C4%AB,,c1204e90-c78e-4214-819a-fe8b57bd3904,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
49,Muktāsāra,exibição da memória pura e desimpedida,"Sudhana viaja para a cidade de Bharukaccha, encontra o ourives Muktāsāra, presta as homenagens e faz sua pergunta sobre como um bodhisattva deve treinar.",Ourives,Essência da Liberação,"A cidade de Bharukaccha, na região sul.","Sudhana encontra o ourives Muktāsāra na cidade do sul de Bharukaccha. Muktāsāra diz que alcançou a liberação bodhisattvica chamada exibição da memória pura e desimpedida, e procura continuamente o Dharma aos pés dos tathāgatas, nas dez direções.",49 MUKTĀSĀRA Stem Array.pdf,https://drive.google.com/file/d/11UHAwjXBhI6mY9mBuUa9d_cysRw6EC6a/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=49,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo49.glb,/technosutra/mukt%C4%81s%C4%81ra,,cc5ba3d4-d98d-47e0-ab07-770b09e1bc56,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
5,Sāgara­megha,Olhos Que-Tudo-Vêem,Sudhana o encontra e faz uma série de perguntas poéticas sobre como um bodhisattva avança no caminho.,Monge,Nuvem do Oceano,"Na costa do oceano, em um distrito chamado Sāgaramukha.","Sudhana encontra-se com Sāgaramegha, que descreve como, ao concentrar-se no oceano e nas suas qualidades durante doze anos, viu surgir do oceano um buda sentado numa preciosa flor de lótus gigante, com inúmeras divindades de vários tipos a prestarem homenagens para aquele buda, que lhe concedeu um ensinamento chamado Olhos Que Tudo Vêem.",05 SĀGARAMEGHA Stem Array.pdf,https://drive.google.com/file/d/1EYvXCd9rENlfN_6k8xgK1Gn9KjNF0pUk/view?usp=drive_link,https://technosutra21.github.io/technosutra/?model=5,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo5.glb,/technosutra/s%C4%81gara%C2%ADmegha,,d3da636f-2fb8-4e6b-b2a9-bfa76c56b679,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
53,Śrīsaṃbhava & Śrīmati,aparência da ilusão,Sudhana chega à cidade e se aproxima do menino e da menina.,Jovens,Nacimento Auspicioso e Aquele Que Possui Glória,"A cidade de Sumanāmukha, na região sul.","Sudhana encontra o rapaz e a garota Śrīsaṃbhava e Śrīmati. Juntos, a uma só voz, dizem que atingiram a liberação bodhisattvica chamada aparência da ilusão, através da qual vêem todos os fenómenos como ilusões. Estando limitados a essa realização, dizem a Sudhana que vá a um kūṭāgāra no sul da Índia, no qual habita o bodhisattva Maitreya. Eles descrevem as qualidades de Maitreya e dão a Sudhana conselhos sobre sua prática da conduta de bodhisattva, descrevendo longamente as qualidades que um bodhisattva precisa alcançar.",53 ŚRĪSAṂBHAVA AND ŚRĪMATI Stem Array.pdf,"https://drive.google.com/file/d/1mr_VN1Wgs4lI1C_4gaipkfYEyblp-9Lp/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=53,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo53.glb,/technosutra/%C5%9Br%C4%ABsa%E1%B9%83bhava-%26-%C5%9Br%C4%ABmati,,d59894d9-f712-49f5-a8a0-e37e567d9746,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
55,Manjushri,!,"Depois de deixar Maitreya, Sudhana está na cidade de Sumanāmukha, pensando e procurando por Mañjuśrī, aspirando vê-lo.",Bodhisattva,Senhor da Sabedoria,"Sudhana está na cidade de Sumanāmukha, enquanto Mañjuśrī está a uma distância de 110 yojanas.","Sudhana passa por cento e dez cidades até chegar a um distrito chamado Sumanāmukha. Mañjuśrī está longe‍- cento e dez yojanas‍- mas estende a mão e a coloca sobre a cabeça de Sudhana o louvando, ensina e abençoa, de modo que Sudhana obtém muitas realizações.",55 MAÑJUŚRĪ Stem Array.pdf,"https://drive.google.com/file/d/1309vcohQoA9cXI5n6oPP8hz49nUqjiyP/view?usp=drive_link,",https://technosutra21.github.io/technosutra/?model=55,https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo55.glb,/technosutra/manjushri,,d63e304c-3f18-4784-b26c-fae9b7999967,2025-06-22T01:52:15Z,2025-07-14T19:22:22Z,540c04c9-09fc-436f-957a-b842dc06a474
